"NU_ANO_CENSO";"CO_MUNICIPIO_IES";"nome_municipio";"IN_CAPITAL_IES";"TP_ORGANIZACAO_ACADEMICA";"TP_REDE";"TP_CATEGORIA_ADMINISTRATIVA";"IN_COMUNITARIA";"IN_CONFESSIONAL";"NO_MANTENEDORA";"CO_MANTENEDORA";"CO_IES";"NO_IES";"SG_IES";"DS_ENDERECO_IES";"DS_NUMERO_ENDERECO_IES";"DS_COMPLEMENTO_ENDERECO_IES";"NO_BAIRRO_IES";"NU_CEP_IES";"QT_TEC_TOTAL";"QT_TEC_FUNDAMENTAL_INCOMP_FEM";"QT_TEC_FUNDAMENTAL_INCOMP_MASC";"QT_TEC_FUNDAMENTAL_COMP_FEM";"QT_TEC_FUNDAMENTAL_COMP_MASC";"QT_TEC_MEDIO_FEM";"QT_TEC_MEDIO_MASC";"QT_TEC_SUPERIOR_FEM";"QT_TEC_SUPERIOR_MASC";"QT_TEC_ESPECIALIZACAO_FEM";"QT_TEC_ESPECIALIZACAO_MASC";"QT_TEC_MESTRADO_FEM";"QT_TEC_MESTRADO_MASC";"QT_TEC_DOUTORADO_FEM";"QT_TEC_DOUTORADO_MASC";"IN_ACESSO_PORTAL_CAPES";"IN_ACESSO_OUTRAS_BASES";"IN_ASSINA_OUTRA_BASE";"IN_REPOSITORIO_INSTITUCIONAL";"IN_BUSCA_INTEGRADA";"IN_SERVICO_INTERNET";"IN_PARTICIPA_REDE_SOCIAL";"IN_CATALOGO_ONLINE";"QT_PERIODICO_ELETRONICO";"QT_LIVRO_ELETRONICO";"QT_DOC_TOTAL";"QT_DOC_EXE";"QT_DOC_EX_FEMI";"QT_DOC_EX_MASC";"QT_DOC_EX_SEM_GRAD";"QT_DOC_EX_GRAD";"QT_DOC_EX_ESP";"QT_DOC_EX_MEST";"QT_DOC_EX_DOUT";"QT_DOC_EX_INT";"QT_DOC_EX_INT_DE";"QT_DOC_EX_INT_SEM_DE";"QT_DOC_EX_PARC";"QT_DOC_EX_HOR";"QT_DOC_EX_0_29";"QT_DOC_EX_30_34";"QT_DOC_EX_35_39";"QT_DOC_EX_40_44";"QT_DOC_EX_45_49";"QT_DOC_EX_50_54";"QT_DOC_EX_55_59";"QT_DOC_EX_60_MAIS";"QT_DOC_EX_BRANCA";"QT_DOC_EX_PRETA";"QT_DOC_EX_PARDA";"QT_DOC_EX_AMARELA";"QT_DOC_EX_INDIGENA";"QT_DOC_EX_COR_ND";"QT_DOC_EX_BRA";"QT_DOC_EX_EST";"QT_DOC_EX_COM_DEFICIENCIA"
"2023";"5200258";"Águas Lindas de Goiás";"0";"3";"2";"4";"0";"0";"INSTITUTO DE EDUCACAO E CULTURA AGUAS LINDAS S/C LTDA - ME";"16137";"18826";"Faculdade FILOS";"";"Quadra Quadra 71";"Lotes 26/31";"Av. Tiradentes  Bairro Jardim Pérola II";"Jardim Pérola da Barragem II";"72911262";"          10";"           0";"           0";"           1";"           0";"           2";"           3";"           2";"           0";"           0";"           0";"           0";"           2";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"0";"        1000";"        1000";"          36";"          25";"          11";"          14";"           0";"           0";"          20";"           5";"           0";"           1";"           0";"           1";"          12";"          12";"           5";"           4";"           1";"           6";"           4";"           3";"           0";"           2";"           3";"           1";"           8";"           0";"           0";"          13";"          25";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"TAF INSTITUTO EDUCACIONAL LTDA - ME";"16207";"19219";"FACULDADE FASIPE DF";"FACDF";"Quadra QNN 1 Conjunto H";"04";"Sede";"Ceilândia Norte (Ceilândia)";"72225018";"           3";"           1";"           0";"           0";"           0";"           1";"           0";"           1";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"0";"1";"1";"1";"         200";"       10000";"           5";"           5";"           1";"           4";"           0";"           0";"           2";"           2";"           1";"           0";"           0";"           0";"           5";"           0";"           0";"           1";"           0";"           0";"           2";"           1";"           1";"           0";"           4";"           0";"           1";"           0";"           0";"           0";"           5";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"INSTITUTO PRESBITERIANO MACKENZIE";"22";"19229";"FACULDADE PRESBITERIANA MACKENZIE BRASILIA";"FPMB";"Quadra SGAS 906";"LOTES 8 E 9";"-";"Asa Sul";"70390060";"          16";"           0";"           0";"           0";"           0";"           3";"           3";"           3";"           3";"           2";"           1";"           0";"           0";"           0";"           1";"1";"0";"1";"1";"1";"1";"1";"0";"     1315128";"       31792";"          32";"          32";"          10";"          22";"           0";"           0";"           1";"          22";"           9";"           2";"           0";"           2";"           8";"          22";"           0";"           2";"           0";"           7";"           7";"          11";"           1";"           4";"          19";"           0";"           5";"           1";"           0";"           7";"          31";"           1";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"ATAME EDUCACIONAL LTDA - EPP";"16146";"19281";"FACULDADE ATAME";"ATAME";"Quadra SEPN 513 Bloco D";"SN";"Edifício Imperador 38 ? Sala 301 a 308";"Asa Norte";"70760524";"           5";"           0";"           0";"           0";"           0";"           0";"           1";"           0";"           2";"           0";"           2";"           0";"           0";"           0";"           0";"0";"0";"0";"1";"1";"1";"1";"1";"        4256";"       12789";"           6";"           6";"           2";"           4";"           0";"           0";"           2";"           3";"           1";"           0";"           0";"           0";"           0";"           6";"           0";"           0";"           1";"           2";"           1";"           1";"           0";"           1";"           4";"           0";"           2";"           0";"           0";"           0";"           6";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"FUNDACAO GETULIO VARGAS";"110";"19320";"Escola de Políticas Públicas e Governo da Fundação Getulio Vargas";"FGV EPPG";"Quadra SGAN 602";"602";"Av L2 Norte, Módulos A, B e C";"Asa Norte";"70830020";"          10";"           0";"           0";"           0";"           0";"           1";"           0";"           3";"           1";"           5";"           0";"           0";"           0";"           0";"           0";"1";"0";"1";"1";"1";"1";"0";"1";"         267";"       20950";"          40";"          34";"           7";"          27";"           0";"           0";"           0";"           5";"          29";"          21";"           0";"          21";"           3";"          10";"           0";"           3";"           6";"           3";"           5";"           6";"           3";"           8";"          21";"           0";"          10";"           1";"           0";"           2";"          33";"           1";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"SER EDUCACIONAL S.A.";"1847";"19334";"Faculdade Uninassau Brasília";"Nassau Brasília";"Quadra QNM 34 Área Especial 1";"S/N";"Shopping JK";"Taguatinga Norte (Taguatinga)";"72145450";"          23";"           0";"           0";"           0";"           0";"           2";"           0";"          10";"           5";"           1";"           0";"           2";"           3";"           0";"           0";"1";"0";"1";"1";"0";"1";"0";"0";"      517000";"       29000";"          65";"          65";"          36";"          29";"           0";"           0";"          25";"          31";"           9";"          23";"           0";"          23";"          28";"          14";"          10";"          11";"          13";"           9";"          11";"           4";"           3";"           4";"          61";"           1";"           1";"           0";"           1";"           1";"          65";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"ICONE INSTITUTO DE CONSULTORIA, CURSOS E EDUCACAO LTDA";"16224";"19348";"Faculdade de Tecnologia Ícone";"FACTI";"QNE 14";"18";"Sandu Norte";"Taguatinga";"72125140";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           1";"           1";"           0";"           0";"           0";"           0";"0";"0";"0";"1";"0";"0";"1";"0";"        3250";"        2350";"           2";"           2";"           0";"           2";"           0";"           0";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"           2";"           1";"           0";"           0";"           1";"           0";"           0";"           0";"           0";"           1";"           0";"           1";"           0";"           0";"           0";"           2";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"FUNDACAO REPUBLICANA BRASILEIRA";"16322";"19727";"Faculdade Republicana";"";"Quadra SEPS 713/913";"713/913";"Polo Sede";"Asa Sul";"70390135";"          14";"           0";"           0";"           0";"           0";"           4";"           1";"           4";"           1";"           2";"           2";"           0";"           0";"           0";"           0";"0";"0";"0";"0";"0";"1";"0";"0";"        6000";"           0";"          17";"          17";"           4";"          13";"           0";"           0";"           1";"          11";"           5";"           0";"           0";"           0";"           2";"          15";"           0";"           2";"           2";"           3";"           4";"           3";"           2";"           1";"           5";"           1";"           8";"           0";"           0";"           3";"          17";"           0";"           0"
"2023";"5221858";"Valparaíso de Goiás";"0";"3";"2";"4";"0";"0";"INMEC SOLUCOES ACADEMICAS LTDA";"18302";"19878";"FACULDADE CATEDRAL";"FacCATEDRAL";"Rua 11";"04";"Bravium";"Morada Nobre";"72870339";"          23";"           0";"           0";"           0";"           0";"           5";"           6";"           3";"           4";"           2";"           2";"           1";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"0";"1";"         300";"        6231";"          12";"          12";"           8";"           4";"           0";"           0";"           3";"           7";"           2";"           2";"           0";"           2";"           7";"           3";"           2";"           1";"           1";"           1";"           5";"           2";"           0";"           0";"           4";"           2";"           5";"           0";"           0";"           1";"          12";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"ASSOCIACAO EDUCACIONAL DE PATOS DE MINAS - AEPM";"1891";"19910";"Faculdades Planalto Central";"FPC";"Trecho SIA Trecho 8";"S/N";"Lote 70/80";"Zona Industrial (Guará)";"71205080";"          14";"           0";"           0";"           0";"           0";"           1";"           0";"           2";"           4";"           0";"           0";"           0";"           4";"           1";"           2";"0";"0";"1";"1";"1";"1";"0";"1";"         154";"       13000";"          14";"          14";"           8";"           6";"           0";"           0";"           3";"           8";"           3";"           1";"           0";"           1";"          10";"           3";"           2";"           3";"           2";"           1";"           3";"           2";"           1";"           0";"          12";"           0";"           1";"           1";"           0";"           0";"          14";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"FUNDACAO EXPOSICAO BIBLICA";"16519";"21201";"FTRB - Faculdade Teológica Reformada de Brasília";"";"Quadra QS 5 Rua 100";"lote 04";"-";"Areal (Águas Claras)";"71963000";"           3";"           0";"           0";"           0";"           0";"           1";"           0";"           0";"           0";"           1";"           1";"           0";"           0";"           0";"           0";"0";"0";"0";"0";"1";"1";"1";"1";"           0";"           0";"           5";"           5";"           0";"           5";"           0";"           0";"           2";"           2";"           1";"           1";"           0";"           1";"           0";"           4";"           0";"           2";"           1";"           1";"           1";"           0";"           0";"           0";"           4";"           0";"           1";"           0";"           0";"           0";"           5";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"CONVENCAO NAC ASS DE DEUS NO BRASIL MINIST MADUREIRA";"16568";"21446";"Instituto Superior da Convenção Nac. das Assembleias de Deus";"ISCON";"Quadra SEPS 710/910";"lt 33,34";"bloco B";"Asa Sul";"70390108";"          19";"           0";"           0";"           0";"           2";"           2";"           4";"           5";"           2";"           3";"           1";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"0";"         365";"       50000";"          29";"          26";"          11";"          15";"           0";"           0";"           7";"          11";"           8";"           3";"           0";"           3";"          23";"           0";"           0";"           1";"           6";"           4";"           7";"           6";"           1";"           1";"          11";"           4";"          10";"           0";"           0";"           1";"          26";"           0";"           1"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"FACULDADE CERRADO EIRELI - ME";"16659";"21672";"Faculdade Cerrado";"FACE";"Quadra CSE 6";"32";"Sede";"Taguatinga Sul (Taguatinga)";"72025065";"          10";"           0";"           0";"           0";"           0";"           2";"           0";"           0";"           1";"           2";"           3";"           1";"           0";"           1";"           0";"0";"0";"0";"1";"1";"1";"0";"0";"           0";"       15000";"          18";"          18";"          10";"           8";"           0";"           0";"           3";"           7";"           8";"           0";"           0";"           0";"           0";"          18";"           0";"           1";"           1";"           4";"           5";"           1";"           3";"           3";"           5";"           0";"           8";"           0";"           0";"           5";"          18";"           0";"           0"
"2023";"5212501";"Luziânia";"0";"3";"2";"4";"0";"0";"CENTRO EDUCACIONAL BRASIL FUTURO LTDA - ME";"16785";"22017";"Faculdade Nossa Senhora Aparecida";"FNSA";"Rua Leolince";"12";"Quadra 160 Lote 12";"Parque Estrela Dalva II";"72820090";"          28";"           0";"           3";"           2";"           0";"           9";"           0";"           8";"           1";"           5";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"0";"1";"0";"1";"         153";"         890";"           6";"           6";"           5";"           1";"           0";"           0";"           4";"           2";"           0";"           0";"           0";"           0";"           6";"           0";"           0";"           0";"           0";"           0";"           1";"           1";"           2";"           2";"           4";"           0";"           2";"           0";"           0";"           0";"           6";"           0";"           0"
"2023";"5212501";"Luziânia";"0";"3";"2";"4";"0";"0";"EDITORA E DISTRIBUIDORA EDUCACIONAL S/A";"14514";"22144";"Faculdade de Ciências Jurídicas de Luziânia";"";"Rua Bate Couro";"425";"-";"Rosário";"72812040";"           3";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           2";"           1";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"0";"1";"1";"1";"       32908";"      263916";"          19";"          19";"           8";"          11";"           0";"           0";"           3";"           3";"          13";"           5";"           0";"           5";"          10";"           4";"           0";"           4";"           1";"           6";"           6";"           1";"           1";"           0";"          12";"           1";"           4";"           0";"           0";"           2";"          19";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"UP10 EDUCACIONAL LTDA";"17348";"22326";"Faculdade Brasília";"FBr";"Avenida Santa Maria, Comércio Local 417";"Lote E";"Campus Principal";"Santa Maria";"72547240";"          45";"           0";"           0";"           2";"           1";"          10";"           6";"          10";"           7";"           4";"           1";"           1";"           3";"           0";"           0";"0";"0";"0";"1";"0";"1";"0";"0";"        1000";"       11000";"          44";"          41";"          19";"          22";"           0";"           0";"          16";"          20";"           5";"           5";"           5";"           0";"          36";"           0";"           1";"           6";"           7";"          11";"           6";"           3";"           4";"           3";"          18";"           0";"          17";"           0";"           0";"           6";"          41";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"ISI - CURSOS SUPLETIVOS E PROFISSIONALIZANTES LTDA - ME";"16978";"22872";"Faculdade UNIABA";"FAC UNIABA";"Rua Jerivá";"4";"-";"Sul (Águas Claras)";"71928360";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"           1";"           0";"           1";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"1";"       30000";"        1600";"          12";"          12";"           5";"           7";"           0";"           0";"           2";"           5";"           5";"           5";"           0";"           5";"           7";"           0";"           0";"           1";"           0";"           1";"           0";"           3";"           2";"           5";"           6";"           0";"           4";"           0";"           0";"           2";"          12";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"IBMEC EDUCACIONAL LTDA.";"1223";"23097";"Faculdade Ibmec de Brasília";"Ibmec Brasília";"Quadra SIG Quadra 4";"4";"Ed Capital Financial Center";"Zona Industrial";"70610440";"          37";"           0";"           0";"           2";"           0";"           2";"           2";"           8";"           2";"           4";"           2";"           2";"           6";"           5";"           2";"0";"0";"1";"1";"0";"1";"0";"1";"       36000";"       25000";"           5";"           5";"           0";"           5";"           0";"           0";"           0";"           3";"           2";"           3";"           0";"           3";"           2";"           0";"           1";"           0";"           0";"           1";"           2";"           0";"           1";"           0";"           1";"           0";"           1";"           0";"           0";"           3";"           5";"           0";"           0"
"2023";"5208004";"Formosa";"0";"3";"2";"4";"0";"0";"INSTITUTO ITESP EIRELI";"17197";"23707";"FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ";"FATESP";"Rua Valdomiro de Miranda";"231";"Qd 35 Lt 01";"Centro";"73801610";"          10";"           5";"           0";"           0";"           0";"           1";"           0";"           4";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"0";"0";"1";"1";"0";"           0";"           0";"           1";"           1";"           0";"           1";"           0";"           0";"           0";"           0";"           1";"           0";"           0";"           0";"           1";"           0";"           0";"           0";"           0";"           0";"           0";"           1";"           0";"           0";"           1";"           0";"           0";"           0";"           0";"           0";"           1";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"INSTITUTO DE EDUCACAO AVANCADA - IDEA";"17310";"23877";"INSIDE - Instituto Superior para Integração, Desenvolvimento e Educação";"INSIDE";"Quadra QS 5";"LOTE 4";"-";"Areal (Águas Claras)";"71955000";"           3";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           1";"           2";"           0";"           0";"           0";"           0";"           0";"0";"0";"0";"0";"0";"0";"0";"0";"          58";"         578";"          15";"          15";"           8";"           7";"           0";"           0";"           4";"           8";"           3";"           0";"           0";"           0";"          15";"           0";"           1";"           2";"           3";"           4";"           1";"           2";"           1";"           1";"           4";"           1";"          10";"           0";"           0";"           0";"          15";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"INSTITUTO FACUMINAS EAD LTDA";"18100";"25133";"Faculdade de Minas EAD";"FACUMINAS";"Quadra CSG 9";"Q CS CSG 9";"Campus Principal";"Taguatinga Sul (Taguatinga)";"72035509";"         203";"           1";"           0";"           9";"           5";"         132";"          15";"          25";"           6";"           8";"           1";"           1";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"1";"          30";"        2500";"           5";"           5";"           3";"           2";"           0";"           0";"           0";"           4";"           1";"           0";"           0";"           0";"           1";"           4";"           2";"           0";"           0";"           1";"           0";"           1";"           0";"           1";"           2";"           0";"           2";"           0";"           0";"           1";"           5";"           0";"           0"
"2023";"5205497";"Cidade Ocidental";"0";"3";"2";"4";"0";"0";"CENTRO DE ENSINO SUPERIOR FRAGA LTDA";"17829";"25313";"Faculdade Fraga de Integração da Cultura Educação e Pesquisa";"FICEPE";"Quadra SQ 16 Quadra 2";"54";"Lt 54 (1°-4°pav) Lt 55(2°-4°pav), Lt 56(2ºpav)";"Centro";"72880590";"           6";"           0";"           0";"           0";"           0";"           1";"           0";"           1";"           1";"           2";"           1";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"0";"1";"1";"1";"         100";"        1500";"           5";"           5";"           3";"           2";"           0";"           0";"           3";"           0";"           2";"           0";"           0";"           0";"           0";"           5";"           0";"           1";"           0";"           2";"           1";"           1";"           0";"           0";"           0";"           0";"           2";"           0";"           0";"           3";"           4";"           1";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"FACULDADE GUERRA EDUCACAO SUPERIOR - EAD EIRELI";"17868";"25387";"Faculdade Guerra";"FAG";"Quadra QSA 7";"15 a 22";"-";"Taguatinga Sul (Taguatinga)";"72015070";"          10";"           0";"           0";"           1";"           0";"           1";"           0";"           0";"           1";"           0";"           5";"           1";"           0";"           0";"           1";"0";"0";"0";"1";"1";"1";"1";"1";"         230";"         580";"           8";"           8";"           2";"           6";"           0";"           1";"           3";"           4";"           0";"           2";"           2";"           0";"           6";"           0";"           0";"           2";"           3";"           2";"           0";"           1";"           0";"           0";"           3";"           0";"           2";"           0";"           0";"           3";"           8";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"UNI-A EDUCACAO LTDA";"16879";"25774";"FACULDADE ANCLIVEPA BRASÍLIA";"";"SHT Projeção H - térreo - lojas 01 e 06";"S/N";"Sobrelojas - 01/02/03/04/05/06";"Taguatinga";"70390108";"           9";"           0";"           0";"           0";"           0";"           1";"           2";"           3";"           2";"           1";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"1";"          88";"       12000";"           8";"           8";"           6";"           2";"           0";"           0";"           1";"           2";"           5";"           0";"           0";"           0";"           8";"           0";"           2";"           1";"           1";"           3";"           1";"           0";"           0";"           0";"           4";"           1";"           2";"           0";"           0";"           1";"           8";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"INSTITUTO ARIA LTDA";"18161";"26171";"Instituto Aria";"";"Quadra SGAS 610";"Bloco 02";"Conjunto F";"Asa Sul";"70200700";"           5";"           0";"           0";"           0";"           0";"           0";"           0";"           1";"           3";"           0";"           0";"           0";"           0";"           1";"           0";"1";"0";"1";"1";"1";"1";"1";"1";"          65";"          52";"           7";"           7";"           3";"           4";"           0";"           0";"           0";"           2";"           5";"           2";"           0";"           2";"           5";"           0";"           0";"           1";"           1";"           1";"           2";"           2";"           0";"           0";"           4";"           0";"           0";"           0";"           0";"           3";"           7";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"EDICOES E PUBLICACOES CHARA LTDA";"18280";"26583";"Faculdade Comunidade das Nações";"FCN";"Trecho SIA Trecho 2";"LT 390/400";"Parte A";"Zona Industrial (Guará)";"71200020";"           4";"           0";"           0";"           0";"           0";"           0";"           1";"           1";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"0";"0";"0";"1";"0";"0";"          82";"       13744";"           6";"           6";"           4";"           2";"           0";"           0";"           2";"           4";"           0";"           0";"           0";"           0";"           0";"           6";"           0";"           0";"           1";"           1";"           1";"           1";"           0";"           2";"           5";"           0";"           1";"           0";"           0";"           0";"           6";"           0";"           0"
"2023";"5300108";"Brasília";"1";"1";"1";"2";"0";"0";"UNIVERSIDADE DO DISTRITO FEDERAL PROFESSOR JORGE AMAURY MAIA NUNES - UNDF";"18343";"27103";"UNIVERSIDADE DO DISTRITO FEDERAL";"UnDF";"Parque Capital Digital Lote 4";"2º andar";"Granja do Torto";"Zona Industrial";"70635815";"         112";"           0";"           0";"           0";"           0";"           2";"           3";"          19";"          14";"          33";"          15";"          13";"           6";"           5";"           2";"1";"0";"1";"1";"1";"1";"1";"1";"        2390";"       13500";"         260";"         260";"         150";"         110";"           0";"           0";"          90";"          95";"          75";"          36";"           0";"          36";"         224";"           0";"           9";"          21";"          31";"          40";"          58";"          60";"          30";"          11";"         170";"           8";"          72";"           0";"           0";"          10";"         260";"           0";"           0"
"2023";"5208608";"Goianésia";"0";"3";"1";"2";"0";"0";"SECRETARIA DE ESTADO DA RETOMADA";"18499";"29929";"COLÉGIO TECNOLÓGICO DO ESTADO DE GOIÁS GOVERNADOR OTÁVIO LAG";"COTEC GOL";"Avenida Contorno - Quadra 8";"s/n";"-";"Setor Universitário";"76382003";"           3";"           0";"           0";"           0";"           0";"           0";"           0";"           3";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"0";"0";"1";"1";"0";"           0";"       15692";"           2";"           2";"           1";"           1";"           0";"           0";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"           2";"           2";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           2";"           0";"           0";"           0";"           0";"           0";"           2";"           0";"           0"
